PRISM Time Series Data,,,,,,
Locations: 48,,,,,,
"Climate variables: ppt,tmean",,,,,,
Spatial resolution: 4km,,,,,,
Period: 1895 - 2017,,,,,,
Dataset: AN81m,,,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,,,
Grid Cell Interpolation: Off,,,,,,
Time series generated: 2019-Jan-08,,,,,,
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,,,,,,
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmean (degrees F)
"Tallahassee,",-84.2728,30.4518,180,1943,46.95,67.7
"Tallahassee,",-84.2728,30.4518,180,1944,64.19,68.2
"Tallahassee,",-84.2728,30.4518,180,1945,59.23,68.5
"Tallahassee,",-84.2728,30.4518,180,1946,62.01,69.1
"Tallahassee,",-84.2728,30.4518,180,1947,78.14,68.1
"Tallahassee,",-84.2728,30.4518,180,1948,77.47,69
"Tallahassee,",-84.2728,30.4518,180,1949,52.51,69.6
"Tallahassee,",-84.2728,30.4518,180,1950,48.27,68
"Tallahassee,",-84.2728,30.4518,180,1951,51.87,68.3
"Tallahassee,",-84.2728,30.4518,180,1952,46.9,68.2
"Tallahassee,",-84.2728,30.4518,180,1953,64.25,68.1
"Tallahassee,",-84.2728,30.4518,180,1954,33.2,68.2
"Tallahassee,",-84.2728,30.4518,180,1955,43.03,68
"Tallahassee,",-84.2728,30.4518,180,1956,53.93,67.3
"Tallahassee,",-84.2728,30.4518,180,1957,71.8,68.6
"Tallahassee,",-84.2728,30.4518,180,1958,52.27,66.4
"Tallahassee,",-84.2728,30.4518,180,1959,77.41,67.9
"Tallahassee,",-84.2728,30.4518,180,1960,62.69,66.3
"Tallahassee,",-84.2728,30.4518,180,1961,50.2,67
"Tallahassee,",-84.2728,30.4518,180,1962,51.71,67.6
"Tallahassee,",-84.2728,30.4518,180,1963,55.16,66.4
"Tallahassee,",-84.2728,30.4518,180,1964,88.13,66.9
"Tallahassee,",-84.2728,30.4518,180,1965,72.3,67.5
"Tallahassee,",-84.2728,30.4518,180,1966,67.14,66.2
"Tallahassee,",-84.2728,30.4518,180,1967,53.07,67.4
"Tallahassee,",-84.2728,30.4518,180,1968,45.85,66.1
"Tallahassee,",-84.2728,30.4518,180,1969,66.41,66.1
"Tallahassee,",-84.2728,30.4518,180,1970,63.02,66.3
"Tallahassee,",-84.2728,30.4518,180,1971,56.67,67
"Tallahassee,",-84.2728,30.4518,180,1972,59.52,68
"Tallahassee,",-84.2728,30.4518,180,1973,76.85,67.3
"Tallahassee,",-84.2728,30.4518,180,1974,55.17,67.8
"Tallahassee,",-84.2728,30.4518,180,1975,75.45,67.6
"Tallahassee,",-84.2728,30.4518,180,1976,70.92,65.6
"Tallahassee,",-84.2728,30.4518,180,1977,54.56,66.2
"Tallahassee,",-84.2728,30.4518,180,1978,57.99,66.1
"Tallahassee,",-84.2728,30.4518,180,1979,70.99,65.7
"Tallahassee,",-84.2728,30.4518,180,1980,60.11,66.6
"Tallahassee,",-84.2728,30.4518,180,1981,48.18,65.9
"Tallahassee,",-84.2728,30.4518,180,1982,59.04,68.3
"Tallahassee,",-84.2728,30.4518,180,1983,66.47,65.7
"Tallahassee,",-84.2728,30.4518,180,1984,55.7,67.2
"Tallahassee,",-84.2728,30.4518,180,1985,60.21,67.9
"Tallahassee,",-84.2728,30.4518,180,1986,66.03,68.3
"Tallahassee,",-84.2728,30.4518,180,1987,64.42,66.6
"Tallahassee,",-84.2728,30.4518,180,1988,47.62,65.8
"Tallahassee,",-84.2728,30.4518,180,1989,60.57,67.3
"Tallahassee,",-84.2728,30.4518,180,1990,44.09,69.5
"Tallahassee,",-84.2728,30.4518,180,1991,71.98,68.4
"Tallahassee,",-84.2728,30.4518,180,1992,60.19,66.7
"Tallahassee,",-84.2728,30.4518,180,1993,50.58,67.1
"Tallahassee,",-84.2728,30.4518,180,1994,86.93,67.8
"Tallahassee,",-84.2728,30.4518,180,1995,51.3,67.3
"Tallahassee,",-84.2728,30.4518,180,1996,54.65,66.2
"Tallahassee,",-84.2728,30.4518,180,1997,69.22,67.3
"Tallahassee,",-84.2728,30.4518,180,1998,59.01,69.3
"Tallahassee,",-84.2728,30.4518,180,1999,47.48,67.9
"Tallahassee,",-84.2728,30.4518,180,2000,47.05,67.4
"Tallahassee,",-84.2728,30.4518,180,2001,56.99,67.2
"Tallahassee,",-84.2728,30.4518,180,2002,52.97,67.7
"Tallahassee,",-84.2728,30.4518,180,2003,62.86,66.8
"Tallahassee,",-84.2728,30.4518,180,2004,55.14,67.5
"Tallahassee,",-84.2728,30.4518,180,2005,65.67,67.6
"Tallahassee,",-84.2728,30.4518,180,2006,45.34,68.3
"Tallahassee,",-84.2728,30.4518,180,2007,43.28,68.6
"Tallahassee,",-84.2728,30.4518,180,2008,69.66,67.2
"Tallahassee,",-84.2728,30.4518,180,2009,66.16,67.4
"Tallahassee,",-84.2728,30.4518,180,2010,58.12,66
"Tallahassee,",-84.2728,30.4518,180,2011,41.87,68.1
"Tallahassee,",-84.2728,30.4518,180,2012,58.88,68.9
"Tallahassee,",-84.2728,30.4518,180,2013,70.01,68
"Tallahassee,",-84.2728,30.4518,180,2014,68.64,66.9
"Tallahassee,",-84.2728,30.4518,180,2015,51.03,70
"Tallahassee,",-84.2728,30.4518,180,2016,61.27,69.2
"Tallahassee,",-84.2728,30.4518,180,2017,54.59,69.3
,,,,,,
"Atlanta, Geo",-84.39,33.76,994,1895,52.04,59.6
"Atlanta, Geo",-84.39,33.76,994,1896,42.72,62.2
"Atlanta, Geo",-84.39,33.76,994,1897,45.23,61.4
"Atlanta, Geo",-84.39,33.76,994,1898,53.53,60.9
"Atlanta, Geo",-84.39,33.76,994,1899,47.85,61.4
"Atlanta, Geo",-84.39,33.76,994,1900,59.45,61.9
"Atlanta, Geo",-84.39,33.76,994,1901,59.43,59.9
"Atlanta, Geo",-84.39,33.76,994,1902,47.29,61.9
"Atlanta, Geo",-84.39,33.76,994,1903,52.7,60.5
"Atlanta, Geo",-84.39,33.76,994,1904,35.2,60.9
"Atlanta, Geo",-84.39,33.76,994,1905,51.95,61.2
"Atlanta, Geo",-84.39,33.76,994,1906,59.19,61.8
"Atlanta, Geo",-84.39,33.76,994,1907,47.72,62.3
"Atlanta, Geo",-84.39,33.76,994,1908,51.45,62.6
"Atlanta, Geo",-84.39,33.76,994,1909,52.51,61.9
"Atlanta, Geo",-84.39,33.76,994,1910,44.41,61.1
"Atlanta, Geo",-84.39,33.76,994,1911,46.57,63.7
"Atlanta, Geo",-84.39,33.76,994,1912,62.22,60.6
"Atlanta, Geo",-84.39,33.76,994,1913,48.07,62.2
"Atlanta, Geo",-84.39,33.76,994,1914,43.93,61.3
"Atlanta, Geo",-84.39,33.76,994,1915,52.52,61.7
"Atlanta, Geo",-84.39,33.76,994,1916,48.02,61.8
"Atlanta, Geo",-84.39,33.76,994,1917,52.18,60.1
"Atlanta, Geo",-84.39,33.76,994,1918,52.03,62.2
"Atlanta, Geo",-84.39,33.76,994,1919,58.35,63.2
"Atlanta, Geo",-84.39,33.76,994,1920,65.2,60.8
"Atlanta, Geo",-84.39,33.76,994,1921,42.56,64.1
"Atlanta, Geo",-84.39,33.76,994,1922,56.1,63.3
"Atlanta, Geo",-84.39,33.76,994,1923,57.66,62.1
"Atlanta, Geo",-84.39,33.76,994,1924,52.21,60.5
"Atlanta, Geo",-84.39,33.76,994,1925,39.01,63.4
"Atlanta, Geo",-84.39,33.76,994,1926,47.93,61.5
"Atlanta, Geo",-84.39,33.76,994,1927,42.33,63.8
"Atlanta, Geo",-84.39,33.76,994,1928,55.73,61
"Atlanta, Geo",-84.39,33.76,994,1929,77.13,61.8
"Atlanta, Geo",-84.39,33.76,994,1930,42.37,61.4
"Atlanta, Geo",-84.39,33.76,994,1931,38.66,62.9
"Atlanta, Geo",-84.39,33.76,994,1932,61.39,62.4
"Atlanta, Geo",-84.39,33.76,994,1933,38.63,63.2
"Atlanta, Geo",-84.39,33.76,994,1934,49.85,61.3
"Atlanta, Geo",-84.39,33.76,994,1935,45.36,61.9
"Atlanta, Geo",-84.39,33.76,994,1936,66.38,62
"Atlanta, Geo",-84.39,33.76,994,1937,51.24,61.5
"Atlanta, Geo",-84.39,33.76,994,1938,44.08,62.9
"Atlanta, Geo",-84.39,33.76,994,1939,48.91,62.7
"Atlanta, Geo",-84.39,33.76,994,1940,50.1,59.7
"Atlanta, Geo",-84.39,33.76,994,1941,37.49,62.5
"Atlanta, Geo",-84.39,33.76,994,1942,53.55,61.4
"Atlanta, Geo",-84.39,33.76,994,1943,46.27,61.9
"Atlanta, Geo",-84.39,33.76,994,1944,50.19,62
"Atlanta, Geo",-84.39,33.76,994,1945,56.49,62.2
"Atlanta, Geo",-84.39,33.76,994,1946,49.54,62.6
"Atlanta, Geo",-84.39,33.76,994,1947,56.48,60.7
"Atlanta, Geo",-84.39,33.76,994,1948,65.55,62.3
"Atlanta, Geo",-84.39,33.76,994,1949,49.54,62.7
"Atlanta, Geo",-84.39,33.76,994,1950,41.9,61.6
"Atlanta, Geo",-84.39,33.76,994,1951,47.03,62.1
"Atlanta, Geo",-84.39,33.76,994,1952,44.5,62.4
"Atlanta, Geo",-84.39,33.76,994,1953,52.25,62.6
"Atlanta, Geo",-84.39,33.76,994,1954,31.82,62.6
"Atlanta, Geo",-84.39,33.76,994,1955,40.87,61.8
"Atlanta, Geo",-84.39,33.76,994,1956,48.98,62.3
"Atlanta, Geo",-84.39,33.76,994,1957,50.9,62.4
"Atlanta, Geo",-84.39,33.76,994,1958,47.36,60
"Atlanta, Geo",-84.39,33.76,994,1959,48.29,61.8
"Atlanta, Geo",-84.39,33.76,994,1960,47.35,60.1
"Atlanta, Geo",-84.39,33.76,994,1961,59.65,60.1
"Atlanta, Geo",-84.39,33.76,994,1962,52.32,60.5
"Atlanta, Geo",-84.39,33.76,994,1963,58.78,59.4
"Atlanta, Geo",-84.39,33.76,994,1964,71.32,60.3
"Atlanta, Geo",-84.39,33.76,994,1965,46.42,60.7
"Atlanta, Geo",-84.39,33.76,994,1966,60.29,59.2
"Atlanta, Geo",-84.39,33.76,994,1967,59.96,59.5
"Atlanta, Geo",-84.39,33.76,994,1968,50.32,59
"Atlanta, Geo",-84.39,33.76,994,1969,48.12,59.4
"Atlanta, Geo",-84.39,33.76,994,1970,48.11,60.8
"Atlanta, Geo",-84.39,33.76,994,1971,58.39,60.8
"Atlanta, Geo",-84.39,33.76,994,1972,57.4,60.6
"Atlanta, Geo",-84.39,33.76,994,1973,58.68,61
"Atlanta, Geo",-84.39,33.76,994,1974,51.74,61.5
"Atlanta, Geo",-84.39,33.76,994,1975,63.29,61.1
"Atlanta, Geo",-84.39,33.76,994,1976,52.33,59
"Atlanta, Geo",-84.39,33.76,994,1977,52.14,60.3
"Atlanta, Geo",-84.39,33.76,994,1978,41.55,60.3
"Atlanta, Geo",-84.39,33.76,994,1979,57.65,60.3
"Atlanta, Geo",-84.39,33.76,994,1980,52.99,61.4
"Atlanta, Geo",-84.39,33.76,994,1981,38.04,60.5
"Atlanta, Geo",-84.39,33.76,994,1982,59.34,61
"Atlanta, Geo",-84.39,33.76,994,1983,56.81,59.4
"Atlanta, Geo",-84.39,33.76,994,1984,48.64,61
"Atlanta, Geo",-84.39,33.76,994,1985,47.21,61.3
"Atlanta, Geo",-84.39,33.76,994,1986,38.32,62.7
"Atlanta, Geo",-84.39,33.76,994,1987,43.12,61.6
"Atlanta, Geo",-84.39,33.76,994,1988,38.75,60.9
"Atlanta, Geo",-84.39,33.76,994,1989,60.7,61.2
"Atlanta, Geo",-84.39,33.76,994,1990,52.95,63.8
"Atlanta, Geo",-84.39,33.76,994,1991,55.5,62.5
"Atlanta, Geo",-84.39,33.76,994,1992,56.97,60.6
"Atlanta, Geo",-84.39,33.76,994,1993,43.32,61.6
"Atlanta, Geo",-84.39,33.76,994,1994,59.61,62.2
"Atlanta, Geo",-84.39,33.76,994,1995,54.31,61.6
"Atlanta, Geo",-84.39,33.76,994,1996,51.18,60.7
"Atlanta, Geo",-84.39,33.76,994,1997,60.81,60.4
"Atlanta, Geo",-84.39,33.76,994,1998,52.12,62.9
"Atlanta, Geo",-84.39,33.76,994,1999,39.33,62
"Atlanta, Geo",-84.39,33.76,994,2000,42.49,61.1
"Atlanta, Geo",-84.39,33.76,994,2001,44.15,61.3
"Atlanta, Geo",-84.39,33.76,994,2002,58.74,61.6
"Atlanta, Geo",-84.39,33.76,994,2003,64.74,60.8
"Atlanta, Geo",-84.39,33.76,994,2004,58.41,61.7
"Atlanta, Geo",-84.39,33.76,994,2005,57.24,61.5
"Atlanta, Geo",-84.39,33.76,994,2006,45.78,62.1
"Atlanta, Geo",-84.39,33.76,994,2007,32.81,62.7
"Atlanta, Geo",-84.39,33.76,994,2008,42.03,61.1
"Atlanta, Geo",-84.39,33.76,994,2009,72.09,60.8
"Atlanta, Geo",-84.39,33.76,994,2010,43.32,61.1
"Atlanta, Geo",-84.39,33.76,994,2011,43.28,62.6
"Atlanta, Geo",-84.39,33.76,994,2012,38.68,63.8
"Atlanta, Geo",-84.39,33.76,994,2013,66.08,60.9
"Atlanta, Geo",-84.39,33.76,994,2014,48.77,60.6
"Atlanta, Geo",-84.39,33.76,994,2015,66.08,63.2
"Atlanta, Geo",-84.39,33.76,994,2016,39.27,64.2
"Atlanta, Geo",-84.39,33.76,994,2017,54.64,63.8
,,,,,,
"Boise, Idaho",-116.2377,43.6137,2690,1895,8.6,49
"Boise, Idaho",-116.2377,43.6137,2690,1896,14.85,50.4
"Boise, Idaho",-116.2377,43.6137,2690,1897,12.58,50.6
"Boise, Idaho",-116.2377,43.6137,2690,1898,8.16,49.4
"Boise, Idaho",-116.2377,43.6137,2690,1899,11.76,49.8
"Boise, Idaho",-116.2377,43.6137,2690,1900,10.34,53.3
"Boise, Idaho",-116.2377,43.6137,2690,1901,10.28,52.9
"Boise, Idaho",-116.2377,43.6137,2690,1902,11.08,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1903,10.26,50.1
"Boise, Idaho",-116.2377,43.6137,2690,1904,13.69,52.3
"Boise, Idaho",-116.2377,43.6137,2690,1905,9.23,50.8
"Boise, Idaho",-116.2377,43.6137,2690,1906,13.96,51.3
"Boise, Idaho",-116.2377,43.6137,2690,1907,13.24,51.5
"Boise, Idaho",-116.2377,43.6137,2690,1908,9.99,50.7
"Boise, Idaho",-116.2377,43.6137,2690,1909,14.3,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1910,12.28,51.3
"Boise, Idaho",-116.2377,43.6137,2690,1911,12.02,49.2
"Boise, Idaho",-116.2377,43.6137,2690,1912,15.52,49.5
"Boise, Idaho",-116.2377,43.6137,2690,1913,15.88,49.9
"Boise, Idaho",-116.2377,43.6137,2690,1914,8.08,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1915,11.98,51.5
"Boise, Idaho",-116.2377,43.6137,2690,1916,12.83,48.5
"Boise, Idaho",-116.2377,43.6137,2690,1917,11.46,49.6
"Boise, Idaho",-116.2377,43.6137,2690,1918,10.57,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1919,10.7,50
"Boise, Idaho",-116.2377,43.6137,2690,1920,11.38,50.3
"Boise, Idaho",-116.2377,43.6137,2690,1921,12.16,51.5
"Boise, Idaho",-116.2377,43.6137,2690,1922,10.52,49.5
"Boise, Idaho",-116.2377,43.6137,2690,1923,12.08,50.4
"Boise, Idaho",-116.2377,43.6137,2690,1924,7.33,50.3
"Boise, Idaho",-116.2377,43.6137,2690,1925,12.32,52.3
"Boise, Idaho",-116.2377,43.6137,2690,1926,10.22,52.7
"Boise, Idaho",-116.2377,43.6137,2690,1927,13.35,50.3
"Boise, Idaho",-116.2377,43.6137,2690,1928,8.22,50.5
"Boise, Idaho",-116.2377,43.6137,2690,1929,8.15,48.9
"Boise, Idaho",-116.2377,43.6137,2690,1930,10.95,49.9
"Boise, Idaho",-116.2377,43.6137,2690,1931,8.48,51.3
"Boise, Idaho",-116.2377,43.6137,2690,1932,11.87,49.3
"Boise, Idaho",-116.2377,43.6137,2690,1933,7.91,50
"Boise, Idaho",-116.2377,43.6137,2690,1934,8.83,54.9
"Boise, Idaho",-116.2377,43.6137,2690,1935,7.93,49.4
"Boise, Idaho",-116.2377,43.6137,2690,1936,9.64,50.8
"Boise, Idaho",-116.2377,43.6137,2690,1937,11.7,50.4
"Boise, Idaho",-116.2377,43.6137,2690,1938,13.63,51.7
"Boise, Idaho",-116.2377,43.6137,2690,1939,6,52.2
"Boise, Idaho",-116.2377,43.6137,2690,1940,14.66,53.2
"Boise, Idaho",-116.2377,43.6137,2690,1941,13.75,52.1
"Boise, Idaho",-116.2377,43.6137,2690,1942,14.02,49.8
"Boise, Idaho",-116.2377,43.6137,2690,1943,10.01,51.1
"Boise, Idaho",-116.2377,43.6137,2690,1944,10.45,50.1
"Boise, Idaho",-116.2377,43.6137,2690,1945,13.6,50.8
"Boise, Idaho",-116.2377,43.6137,2690,1946,10.2,51.1
"Boise, Idaho",-116.2377,43.6137,2690,1947,9.28,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1948,11.13,49.6
"Boise, Idaho",-116.2377,43.6137,2690,1949,6.89,50
"Boise, Idaho",-116.2377,43.6137,2690,1950,12.86,50.8
"Boise, Idaho",-116.2377,43.6137,2690,1951,13.06,50
"Boise, Idaho",-116.2377,43.6137,2690,1952,9.85,50.4
"Boise, Idaho",-116.2377,43.6137,2690,1953,12.7,52
"Boise, Idaho",-116.2377,43.6137,2690,1954,7.8,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1955,11.29,48.8
"Boise, Idaho",-116.2377,43.6137,2690,1956,11.03,50.3
"Boise, Idaho",-116.2377,43.6137,2690,1957,12.52,50.2
"Boise, Idaho",-116.2377,43.6137,2690,1958,12.7,53
"Boise, Idaho",-116.2377,43.6137,2690,1959,10.43,51.2
"Boise, Idaho",-116.2377,43.6137,2690,1960,10.69,51.2
"Boise, Idaho",-116.2377,43.6137,2690,1961,8.5,52.5
"Boise, Idaho",-116.2377,43.6137,2690,1962,10.52,50.6
"Boise, Idaho",-116.2377,43.6137,2690,1963,13,52.4
"Boise, Idaho",-116.2377,43.6137,2690,1964,13.74,49
"Boise, Idaho",-116.2377,43.6137,2690,1965,11.44,51.1
"Boise, Idaho",-116.2377,43.6137,2690,1966,6.64,52.2
"Boise, Idaho",-116.2377,43.6137,2690,1967,9.56,52.4
"Boise, Idaho",-116.2377,43.6137,2690,1968,11.84,51.7
"Boise, Idaho",-116.2377,43.6137,2690,1969,10.92,51.6
"Boise, Idaho",-116.2377,43.6137,2690,1970,15.54,51.7
"Boise, Idaho",-116.2377,43.6137,2690,1971,11.5,51.1
"Boise, Idaho",-116.2377,43.6137,2690,1972,10.98,50.7
"Boise, Idaho",-116.2377,43.6137,2690,1973,11.52,52.5
"Boise, Idaho",-116.2377,43.6137,2690,1974,9.04,51.7
"Boise, Idaho",-116.2377,43.6137,2690,1975,13.85,50.1
"Boise, Idaho",-116.2377,43.6137,2690,1976,10.96,50
"Boise, Idaho",-116.2377,43.6137,2690,1977,11.07,50.8
"Boise, Idaho",-116.2377,43.6137,2690,1978,13.09,50.9
"Boise, Idaho",-116.2377,43.6137,2690,1979,11.65,50.4
"Boise, Idaho",-116.2377,43.6137,2690,1980,15.53,51.2
"Boise, Idaho",-116.2377,43.6137,2690,1981,15.36,52.2
"Boise, Idaho",-116.2377,43.6137,2690,1982,14.58,49.1
"Boise, Idaho",-116.2377,43.6137,2690,1983,18.97,51.4
"Boise, Idaho",-116.2377,43.6137,2690,1984,13.25,48.7
"Boise, Idaho",-116.2377,43.6137,2690,1985,11.21,46.7
"Boise, Idaho",-116.2377,43.6137,2690,1986,12.45,52
"Boise, Idaho",-116.2377,43.6137,2690,1987,8.53,52.5
"Boise, Idaho",-116.2377,43.6137,2690,1988,10.18,51.9
"Boise, Idaho",-116.2377,43.6137,2690,1989,9.48,49.9
"Boise, Idaho",-116.2377,43.6137,2690,1990,10.96,51.3
"Boise, Idaho",-116.2377,43.6137,2690,1991,11.46,50.7
"Boise, Idaho",-116.2377,43.6137,2690,1992,8.81,51.9
"Boise, Idaho",-116.2377,43.6137,2690,1993,14.16,48.6
"Boise, Idaho",-116.2377,43.6137,2690,1994,10.05,52.3
"Boise, Idaho",-116.2377,43.6137,2690,1995,15.8,52
"Boise, Idaho",-116.2377,43.6137,2690,1996,14.52,51.6
"Boise, Idaho",-116.2377,43.6137,2690,1997,10.8,52
"Boise, Idaho",-116.2377,43.6137,2690,1998,16.55,52.8
"Boise, Idaho",-116.2377,43.6137,2690,1999,9.33,51.9
"Boise, Idaho",-116.2377,43.6137,2690,2000,12.88,52.1
"Boise, Idaho",-116.2377,43.6137,2690,2001,9.33,51.9
"Boise, Idaho",-116.2377,43.6137,2690,2002,8.02,51.4
"Boise, Idaho",-116.2377,43.6137,2690,2003,10.24,53.8
"Boise, Idaho",-116.2377,43.6137,2690,2004,11.97,52.1
"Boise, Idaho",-116.2377,43.6137,2690,2005,12.36,51.4
"Boise, Idaho",-116.2377,43.6137,2690,2006,12.1,52.7
"Boise, Idaho",-116.2377,43.6137,2690,2007,8.63,53.2
"Boise, Idaho",-116.2377,43.6137,2690,2008,9.87,51.3
"Boise, Idaho",-116.2377,43.6137,2690,2009,13.03,51.5
"Boise, Idaho",-116.2377,43.6137,2690,2010,16.57,52
"Boise, Idaho",-116.2377,43.6137,2690,2011,12.63,50.8
"Boise, Idaho",-116.2377,43.6137,2690,2012,12.09,53.5
"Boise, Idaho",-116.2377,43.6137,2690,2013,9.63,51
"Boise, Idaho",-116.2377,43.6137,2690,2014,16.41,53.1
"Boise, Idaho",-116.2377,43.6137,2690,2015,13.35,54.1
"Boise, Idaho",-116.2377,43.6137,2690,2016,9.92,53.1
"Boise, Idaho",-116.2377,43.6137,2690,2017,17.12,51.9
,,,,,,
"Springfield,",-89.6504,39.7833,594,1895,32.76,51.8
"Springfield,",-89.6504,39.7833,594,1896,31.5,54.1
"Springfield,",-89.6504,39.7833,594,1897,33.49,53.1
"Springfield,",-89.6504,39.7833,594,1898,46.09,53.3
"Springfield,",-89.6504,39.7833,594,1899,32.32,52.8
"Springfield,",-89.6504,39.7833,594,1900,31.75,54.1
"Springfield,",-89.6504,39.7833,594,1901,24.34,52.6
"Springfield,",-89.6504,39.7833,594,1902,38.02,52.1
"Springfield,",-89.6504,39.7833,594,1903,29.61,51.8
"Springfield,",-89.6504,39.7833,594,1904,34.4,50.4
"Springfield,",-89.6504,39.7833,594,1905,31.14,51.9
"Springfield,",-89.6504,39.7833,594,1906,34.08,53.1
"Springfield,",-89.6504,39.7833,594,1907,39.82,52.6
"Springfield,",-89.6504,39.7833,594,1908,32.36,54.1
"Springfield,",-89.6504,39.7833,594,1909,41.92,52.5
"Springfield,",-89.6504,39.7833,594,1910,28.27,52.6
"Springfield,",-89.6504,39.7833,594,1911,39.71,54.4
"Springfield,",-89.6504,39.7833,594,1912,32.72,51.3
"Springfield,",-89.6504,39.7833,594,1913,32.4,54.7
"Springfield,",-89.6504,39.7833,594,1914,23.32,53.9
"Springfield,",-89.6504,39.7833,594,1915,41.71,52.6
"Springfield,",-89.6504,39.7833,594,1916,32,52.8
"Springfield,",-89.6504,39.7833,594,1917,32.2,50.1
"Springfield,",-89.6504,39.7833,594,1918,36.82,53.1
"Springfield,",-89.6504,39.7833,594,1919,31.3,53.7
"Springfield,",-89.6504,39.7833,594,1920,33,52.3
"Springfield,",-89.6504,39.7833,594,1921,37.02,56.8
"Springfield,",-89.6504,39.7833,594,1922,31.14,54.7
"Springfield,",-89.6504,39.7833,594,1923,36.33,53.5
"Springfield,",-89.6504,39.7833,594,1924,33.97,51
"Springfield,",-89.6504,39.7833,594,1925,31.69,53.5
"Springfield,",-89.6504,39.7833,594,1926,48.65,52
"Springfield,",-89.6504,39.7833,594,1927,49.27,53.5
"Springfield,",-89.6504,39.7833,594,1928,33.18,53.1
"Springfield,",-89.6504,39.7833,594,1929,37.04,51
"Springfield,",-89.6504,39.7833,594,1930,23.85,54
"Springfield,",-89.6504,39.7833,594,1931,34.92,56.9
"Springfield,",-89.6504,39.7833,594,1932,32.95,54
"Springfield,",-89.6504,39.7833,594,1933,34.11,55.8
"Springfield,",-89.6504,39.7833,594,1934,30.31,55.2
"Springfield,",-89.6504,39.7833,594,1935,38.91,53.2
"Springfield,",-89.6504,39.7833,594,1936,26.82,54.1
"Springfield,",-89.6504,39.7833,594,1937,34.08,52.6
"Springfield,",-89.6504,39.7833,594,1938,36.48,56.5
"Springfield,",-89.6504,39.7833,594,1939,34.54,55.6
"Springfield,",-89.6504,39.7833,594,1940,25.73,52.7
"Springfield,",-89.6504,39.7833,594,1941,42.09,55.4
"Springfield,",-89.6504,39.7833,594,1942,43.32,53.9
"Springfield,",-89.6504,39.7833,594,1943,33.1,53.1
"Springfield,",-89.6504,39.7833,594,1944,33.82,54.4
"Springfield,",-89.6504,39.7833,594,1945,42.3,52.8
"Springfield,",-89.6504,39.7833,594,1946,41.52,56.2
"Springfield,",-89.6504,39.7833,594,1947,35.94,53.7
"Springfield,",-89.6504,39.7833,594,1948,31.08,53.5
"Springfield,",-89.6504,39.7833,594,1949,38.05,54.8
"Springfield,",-89.6504,39.7833,594,1950,32.42,52
"Springfield,",-89.6504,39.7833,594,1951,37.76,51.9
"Springfield,",-89.6504,39.7833,594,1952,30.73,54.8
"Springfield,",-89.6504,39.7833,594,1953,24.2,55.9
"Springfield,",-89.6504,39.7833,594,1954,27.89,55.6
"Springfield,",-89.6504,39.7833,594,1955,33.45,54
"Springfield,",-89.6504,39.7833,594,1956,29.52,54
"Springfield,",-89.6504,39.7833,594,1957,42.45,53.3
"Springfield,",-89.6504,39.7833,594,1958,30.76,51.7
"Springfield,",-89.6504,39.7833,594,1959,33.82,53.5
"Springfield,",-89.6504,39.7833,594,1960,35.65,51.5
"Springfield,",-89.6504,39.7833,594,1961,39.99,52.3
"Springfield,",-89.6504,39.7833,594,1962,30.92,52.4
"Springfield,",-89.6504,39.7833,594,1963,28.24,52
"Springfield,",-89.6504,39.7833,594,1964,30.34,53.9
"Springfield,",-89.6504,39.7833,594,1965,39.01,53.5
"Springfield,",-89.6504,39.7833,594,1966,33.01,51.7
"Springfield,",-89.6504,39.7833,594,1967,40.13,51.9
"Springfield,",-89.6504,39.7833,594,1968,32.69,52.1
"Springfield,",-89.6504,39.7833,594,1969,39.73,51.5
"Springfield,",-89.6504,39.7833,594,1970,39.41,52.3
"Springfield,",-89.6504,39.7833,594,1971,30.43,53.6
"Springfield,",-89.6504,39.7833,594,1972,34.64,51.5
"Springfield,",-89.6504,39.7833,594,1973,45.64,54.2
"Springfield,",-89.6504,39.7833,594,1974,40.42,52.7
"Springfield,",-89.6504,39.7833,594,1975,36.95,53.4
"Springfield,",-89.6504,39.7833,594,1976,24.71,51.8
"Springfield,",-89.6504,39.7833,594,1977,41.41,52.7
"Springfield,",-89.6504,39.7833,594,1978,31.12,50.6
"Springfield,",-89.6504,39.7833,594,1979,31.14,50.7
"Springfield,",-89.6504,39.7833,594,1980,29.35,52.5
"Springfield,",-89.6504,39.7833,594,1981,45.07,53.3
"Springfield,",-89.6504,39.7833,594,1982,40.58,51.8
"Springfield,",-89.6504,39.7833,594,1983,37.15,53
"Springfield,",-89.6504,39.7833,594,1984,38.67,52.6
"Springfield,",-89.6504,39.7833,594,1985,42.71,51.4
"Springfield,",-89.6504,39.7833,594,1986,33.44,53.7
"Springfield,",-89.6504,39.7833,594,1987,28.22,55
"Springfield,",-89.6504,39.7833,594,1988,22.07,52.9
"Springfield,",-89.6504,39.7833,594,1989,26.59,50.9
